epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec,elapsed_time_sec
1,1.802875803290473,0.4136888888888889,1.069749367904663,0.6232,0.6232,5.774751953780651,5.774889729917049
2,1.210443491215176,0.5794444444444444,0.9450141120910645,0.678,0.678,5.742722347378731,12.435403153300285
3,0.99503857421875,0.6556444444444445,0.7437942764282227,0.7344,0.7344,5.744701713323593,18.80798387899995
4,0.8578881964365641,0.7013111111111111,0.7522661693572998,0.7408,0.7408,5.730806287378073,25.117054361850023
5,0.7762416055043538,0.7301555555555556,0.6568760478019714,0.7714,0.7714,5.748979341238737,31.679183896631002
6,0.7024380198054844,0.7578,0.599604262828827,0.7998,0.7998,5.713054984807968,38.28884695097804
7,0.6536034610748291,0.7754,0.5441363039970398,0.8124,0.8124,5.711293388158083,44.85725263506174
8,0.6093055905448066,0.7878888888888889,0.5097279776573181,0.8218,0.8218,5.725207541137934,51.50303037464619
9,0.5726715863969591,0.8,0.4962661804199219,0.8334,0.8334,5.734220664948225,57.84097655117512
10,0.5402470499250623,0.8125333333333333,0.4730287073135376,0.8376,0.8376,5.687562722712755,64.22835766151547
11,0.510286616812812,0.8240888888888889,0.4453678328514099,0.8464,0.8464,5.732878368347883,70.58171107620001
12,0.4858735704951816,0.8321555555555555,0.43676004679203034,0.8482,0.8482,5.663248185068369,76.85008526965976
13,0.458419658586714,0.8391111111111111,0.48440166029930115,0.8326,0.8482,5.766387447714806,83.2356468886137
14,0.44391053693559435,0.8466888888888889,0.4043431262969971,0.8636,0.8636,5.691370226442814,89.21229391545057
15,0.41599696199099223,0.8547333333333333,0.4229325517654419,0.8554,0.8636,5.722223475575447,95.49489561095834
16,0.39508206843270194,0.8636444444444444,0.3783119318962097,0.8726,0.8726,5.738112732768059,101.53244602307677
17,0.37466953653229607,0.8689555555555556,0.43957803111076355,0.848,0.8726,5.736791666597128,107.91698836907744
18,0.3643739785777198,0.8748888888888889,0.38610974113941193,0.8686,0.8726,5.764868874102831,114.04693159088492
19,0.33783037004470823,0.8823777777777778,0.36533832898139956,0.875,0.875,5.718189608305693,120.11387830227613
20,0.3261909961064657,0.8852222222222222,0.3504652939200401,0.8824,0.8824,5.727419767528772,126.5439792573452
21,0.31608933165868125,0.8910222222222223,0.3461925793170929,0.881,0.8824,5.715382385998964,132.99354511126876
22,0.29503385076522826,0.8963333333333333,0.3547965545654297,0.8826,0.8826,5.7198746763169765,139.07705815136433
23,0.2820326591571172,0.9012222222222223,0.3447080597400665,0.8852,0.8852,5.726315066218376,145.37649843096733
24,0.2654334193971422,0.9069333333333334,0.3411117655277252,0.886,0.886,5.733091726899147,151.86563321202993
25,0.25046652307510375,0.9124222222222222,0.33904596314430235,0.8852,0.886,5.713562663644552,158.24582486972213
26,0.2421827953974406,0.9148222222222222,0.3355524952888489,0.8932,0.8932,5.712040696293116,164.22875775769353
27,0.2273971217499839,0.9188,0.3234704959869385,0.8942,0.8942,5.73040409386158,170.77621600404382
28,0.21505371512307062,0.9234444444444444,0.3121614553928375,0.901,0.901,5.678724430501461,177.0931505486369
29,0.20049317466947766,0.9308222222222222,0.3137104459285736,0.8974,0.901,5.700613386929035,183.35355489328504
30,0.18794578873316448,0.9334666666666667,0.31038855237960816,0.9038,0.9038,5.76738927513361,189.57740433886647
31,0.177766837671068,0.9359777777777778,0.29005205450057986,0.9066,0.9066,5.6946404576301575,195.88078984990716
32,0.16761090579032897,0.9408222222222222,0.2947957678318024,0.9046,0.9066,5.72656013071537,202.22012018412352
33,0.16061147816446092,0.9432888888888888,0.29529172224998473,0.904,0.9066,5.695242714136839,208.32602210715413
34,0.1503012190527386,0.9471777777777778,0.30195631704330445,0.9092,0.9092,5.712829805910587,214.28579834848642
35,0.14470331294271682,0.9482,0.29823076218366623,0.9056,0.9092,5.7410917691886425,220.5809451304376
36,0.13157285886075762,0.9535555555555556,0.29879562158584594,0.9062,0.9092,5.688580319285393,226.54392022266984
37,0.12244134681489732,0.9569333333333333,0.3035376253604889,0.908,0.9092,5.720073293894529,232.66810753941536
38,0.11944684278700086,0.9575111111111111,0.29842080955505373,0.9086,0.9092,5.706073507666588,238.65108919143677
39,0.11439399892224206,0.959,0.28589444711208345,0.9144,0.9144,5.698451247066259,244.71032360568643
40,0.10689732740985022,0.9617111111111111,0.293992366039753,0.9126,0.9144,5.725181210786104,251.22255098819733
41,0.10346268114248912,0.9633555555555555,0.2880306391954422,0.915,0.915,5.708367194980383,257.29114401340485
42,0.09635169235865275,0.9653777777777778,0.28472255659103396,0.9156,0.9156,5.716106753796339,263.6596165932715
43,0.09409176192680994,0.9668,0.2904173674821854,0.913,0.9156,5.712715677917004,270.08788795396686
44,0.08897931347290675,0.9685333333333334,0.2868020505428314,0.9126,0.9156,5.720046002417803,276.19815641641617
45,0.0906250356607967,0.9683777777777778,0.29006504950523376,0.9128,0.9156,5.725407168269157,282.34613778814673
46,0.08646520068513022,0.9695111111111111,0.29118379020690915,0.913,0.9156,5.668621830642223,288.43710295856
47,0.08468786999119653,0.9705333333333334,0.28959946534633635,0.9146,0.9156,5.714299067854881,294.48619022220373
48,0.08122457584407594,0.9712222222222222,0.2888308785200119,0.914,0.9156,5.7287249974906445,300.467885684222
49,0.08383809521993,0.9700444444444445,0.28813909754753114,0.9158,0.9158,5.68601468577981,306.44919687882066
50,0.08282371341784796,0.9701555555555555,0.2874829487800598,0.9162,0.9162,5.700503204017878,312.8796205371618
