epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec,elapsed_time_sec
1,1.681765679105123,0.4014666666666667,1.2203759634971618,0.5466,0.5466,5.718841511756182,5.718992974609137
2,1.1498752065764533,0.5900444444444445,0.969060957145691,0.669,0.669,5.6635755859315395,11.97358524799347
3,0.9204137832429674,0.6800222222222222,0.790496141910553,0.7202,0.7202,5.664007406681776,18.372907783836126
4,0.7809390125804477,0.7295555555555555,0.7169873217582703,0.758,0.758,5.698253236711025,24.627091094851494
5,0.6927462630801731,0.7637111111111111,0.6766995313644409,0.774,0.774,5.664223670959473,30.921711020171642
6,0.6183772174517314,0.7887111111111111,0.5771815633773804,0.7966,0.7966,5.690953306853771,37.11412984505296
7,0.5688978634516398,0.8069111111111111,0.5330019191741944,0.8154,0.8154,5.686764370650053,43.38733834400773
8,0.5235093654367658,0.8194888888888889,0.5059283157348633,0.8266,0.8266,5.680767439305782,49.814346734434366
9,0.48908161446253456,0.8341777777777778,0.489575887298584,0.8322,0.8322,5.680663216859102,56.033256873488426
10,0.4560348345014784,0.8468222222222223,0.4138190894126892,0.857,0.857,5.670511297881603,62.640204563736916
11,0.4221842251671685,0.8566444444444444,0.4535161893844604,0.855,0.857,5.696151863783598,68.90866901353002
12,0.3971093981054094,0.8664666666666667,0.43992139148712156,0.8528,0.857,5.652605954557657,74.97257571294904
13,0.3746629378212823,0.8736222222222222,0.45320830869674683,0.8518,0.857,5.7237442545592785,81.08213229104877
14,0.35314279890590244,0.8786,0.43823879692554474,0.8586,0.8586,5.662665329873562,87.15360048785806
15,0.32682247511545814,0.8874444444444445,0.3797441626548767,0.8706,0.8706,5.714687630534172,93.46585816890001
16,0.31140621398289997,0.8941777777777777,0.40137255511283876,0.8626,0.8706,5.703739412128925,99.80578772351146
17,0.2926097861872779,0.8993555555555556,0.36982609634399416,0.876,0.876,5.7008326202631,106.03353539481759
18,0.27555524668693543,0.9060222222222222,0.37229767932891844,0.8776,0.8776,5.68779656291008,112.3158686235547
19,0.2553294346359041,0.9133555555555556,0.3580151510238647,0.8812,0.8812,5.6622001975774765,118.62755369767547
20,0.24158742813534206,0.9182222222222223,0.32048668484687803,0.8944,0.8944,5.713743034750223,125.19619899243116
21,0.2252686743206448,0.9236888888888889,0.3420169773578644,0.8866,0.8944,5.669014513492584,131.6347262635827
22,0.2127358912229538,0.9269777777777778,0.34153264112472537,0.8914,0.8944,5.673996087163687,137.67227635160089
23,0.19751683412657844,0.9318222222222222,0.31855746212005615,0.9008,0.9008,5.6774387918412685,143.68661611899734
24,0.18466769026385413,0.9357555555555556,0.31706214671134947,0.9008,0.9008,5.674640301615,149.9396308735013
25,0.17025160552925533,0.9413555555555555,0.31498483600616456,0.901,0.901,5.706101186573505,156.08576283231378
26,0.15998399192492166,0.9446444444444444,0.32196507816314696,0.9026,0.9026,5.649764578789473,162.3309995047748
27,0.1456064482635922,0.9494,0.30887499895095827,0.9022,0.9026,5.673546575009823,168.53387942910194
28,0.13459662011067072,0.9529777777777778,0.3198887679576874,0.9058,0.9058,5.651864353567362,174.4390030130744
29,0.12892352757453918,0.9552666666666667,0.30900194828510286,0.9076,0.9076,5.689195919781923,180.72206326946616
30,0.11366582448217603,0.9604888888888888,0.34621471548080446,0.9018,0.9076,5.685690253973007,186.90728601813316
31,0.10965067568752501,0.9624666666666667,0.338938081407547,0.9068,0.9076,5.6493234522640705,192.92176561430097
32,0.10136867456436158,0.9648888888888889,0.31661258902549744,0.9124,0.9124,5.685817260295153,198.9214117117226
33,0.09336028930743535,0.9679111111111112,0.32254275622367856,0.9122,0.9124,5.693552780896425,205.3347925953567
34,0.08133306813240052,0.9721555555555556,0.32833187036514283,0.9124,0.9124,5.704919561743736,211.36582596972585
35,0.07768949942191442,0.9732444444444445,0.3270845047235489,0.9138,0.9138,5.719183973968029,217.46245360001922
36,0.07413289064036475,0.9743111111111111,0.3225929260611534,0.9136,0.9138,5.652656126767397,223.7810276672244
37,0.06654245534737904,0.9771333333333333,0.34018154581785204,0.9136,0.9138,5.67627989128232,229.7137578688562
38,0.060965252370635666,0.9793111111111111,0.34981548869609835,0.9136,0.9138,5.690664850175381,235.7665259987116
39,0.05346410125096639,0.9810444444444445,0.3526261533737183,0.9158,0.9158,5.692504867911339,241.7864233441651
40,0.05381778960227966,0.9811111111111112,0.34243361876010897,0.9184,0.9184,5.67781912907958,248.06901773437858
41,0.04549627766609192,0.9844888888888889,0.35752896164655684,0.916,0.9184,5.693339802324772,254.41695779934525
42,0.04705809884203805,0.9832,0.345748738014698,0.9186,0.9186,5.722659695893526,260.4813679754734
43,0.04264636917379167,0.9853111111111111,0.34093886911571025,0.9194,0.9194,5.705895233899355,266.7248200252652
44,0.040908665435844,0.9858888888888889,0.34900513978004455,0.92,0.92,5.659144002944231,273.19657499343157
45,0.03976480102009244,0.9861333333333333,0.34871393067240714,0.9204,0.9204,5.767907463014126,279.5592586994171
46,0.037340460139844156,0.9875111111111111,0.3484129933297634,0.9198,0.9204,5.668042130768299,285.9940465763211
47,0.03704163525866137,0.9866666666666667,0.35189305016994477,0.92,0.9204,5.6776129230856895,291.925783701241
48,0.03441089148124059,0.9883111111111111,0.3534414897501469,0.9222,0.9222,5.679660435765982,297.96811613440514
49,0.03412717179970609,0.9880444444444444,0.3516312678694725,0.921,0.9222,5.701312109827995,304.3954308629036
50,0.036317552140023975,0.9876222222222222,0.3535068624854088,0.921,0.9222,5.68578926473856,310.48141752555966
