epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec,elapsed_time_sec
1,1.6738864731682672,0.4116222222222222,1.1309559909820557,0.5928,0.5928,5.772092696279287,5.772231072187424
2,1.092996310128106,0.6085111111111111,0.8886419216156006,0.6788,0.6788,5.721156042069197,12.444242488592863
3,0.8737809492535061,0.6936444444444444,0.7391438425064087,0.7436,0.7436,5.690534919500351,18.670933339744806
4,0.7505968780835469,0.7378666666666667,0.7015121189594269,0.7674,0.7674,5.747619580477476,24.974112790077925
5,0.6722151993539598,0.7673333333333333,0.6870281228065491,0.7658,0.7674,5.702115438878536,31.33109800517559
6,0.6042956685913934,0.7927555555555555,0.5857635361671448,0.8036,0.8036,5.721121020615101,37.5007482804358
7,0.5573576487329271,0.8096,0.5323675199508667,0.8192,0.8192,5.717985916882753,43.885922998189926
8,0.517263736486435,0.8195555555555556,0.47457878336906434,0.8334,0.8334,5.7023252211511135,50.273072991520166
9,0.4827906251695421,0.8316,0.4672049406051636,0.838,0.838,5.715057358145714,56.53819362074137
10,0.4490709885173374,0.8449555555555556,0.48172122955322266,0.8344,0.838,5.68190198764205,62.847527515143156
11,0.4174093670686086,0.8561111111111112,0.4208192033290863,0.8548,0.8548,5.726628348231316,68.8871364146471
12,0.39242842875586614,0.8639777777777777,0.4270816523075104,0.8534,0.8548,5.723067868500948,75.23124916478992
13,0.3719121814303928,0.8708888888888889,0.45764016461372375,0.8472,0.8548,5.687638055533171,81.28084106743336
14,0.35420508972273934,0.8767555555555555,0.4189562035083771,0.8614,0.8614,5.717253286391497,87.40156251192093
15,0.3275050517876943,0.8861111111111111,0.4121928854465485,0.869,0.869,5.6932798735797405,93.7322624400258
16,0.30584807433552214,0.8944666666666666,0.3766550660610199,0.8738,0.8738,5.699837788939476,99.94134868681431
17,0.28964239717059664,0.8995555555555556,0.41235665402412414,0.861,0.8738,5.757769018411636,106.3389522433281
18,0.2756233098136054,0.9040888888888889,0.4142712555885315,0.8634,0.8738,5.704449620097876,112.3725067153573
19,0.2536921007818646,0.9107111111111111,0.3526604739665985,0.8828,0.8828,5.704652544111013,118.43550033122301
20,0.24149223709901174,0.9147333333333333,0.34466537296772004,0.8804,0.8828,5.750000149011612,124.8409026376903
21,0.22799027314715914,0.9200222222222222,0.33691708557605743,0.8924,0.8924,5.739558599889278,130.9290935434401
22,0.20522105787065295,0.9288,0.3458377902984619,0.8892,0.8924,5.714885670691729,137.3596890233457
23,0.19778562297556135,0.9299333333333333,0.31282205827236176,0.8998,0.8998,5.695304449647665,143.50562055781484
24,0.18496252320607504,0.9358666666666666,0.33741114121079446,0.8904,0.8998,5.6988821513950825,149.9351251758635
25,0.1693606665942404,0.9400444444444445,0.32106674280166625,0.9004,0.9004,5.7196509800851345,156.02167526260018
26,0.1576928678565555,0.9439777777777778,0.325029247790575,0.8964,0.9004,5.72047583013773,162.34006944298744
27,0.15087501273420123,0.9465333333333333,0.339941497862339,0.8982,0.9004,5.671732056885958,168.45303999632597
28,0.1349906679140197,0.9524222222222222,0.3336369415819645,0.9018,0.9018,5.7259944044053555,174.46434577181935
29,0.12861240444713168,0.954,0.32964013713002205,0.9034,0.9034,5.705155309289694,180.71412493661046
30,0.11881828188896179,0.9577777777777777,0.31544005623459814,0.9034,0.9034,5.705570552498102,187.18333480134606
31,0.10700907350381215,0.9608444444444444,0.3352864780545235,0.9012,0.9034,5.708033245056868,193.19201438128948
32,0.0994670045044687,0.9651555555555555,0.3269322251498699,0.9076,0.9076,5.710906878113747,199.16422634199262
33,0.09376533722215229,0.9666222222222223,0.31452049821019173,0.9102,0.9102,5.695977546274662,205.34070117399096
34,0.08117924759520424,0.9716,0.3662196056425571,0.9106,0.9106,5.710260067135096,211.75487036257982
35,0.07889945086903043,0.9720666666666666,0.3314232409417629,0.9136,0.9136,5.711802564561367,218.02972355857491
36,0.0719505900753869,0.9739777777777778,0.328013038803637,0.9126,0.9136,5.739800866693258,224.42134633287787
37,0.06517708641952938,0.9765111111111111,0.3531268016539514,0.9136,0.9136,5.70390547439456,230.59727355092764
38,0.06424785189198123,0.9777333333333333,0.33775358830690383,0.9144,0.9144,5.740965496748686,236.7031298801303
39,0.05313348638614019,0.9811333333333333,0.35031456650979814,0.9168,0.9168,5.739110559225082,243.3796538822353
40,0.05039014762639999,0.9823111111111111,0.3556904738843441,0.9148,0.9168,5.698347080498934,249.6705571524799
41,0.04773954872157839,0.9830888888888889,0.3584253306441009,0.9168,0.9168,5.680333483964205,255.64636830240488
42,0.04528588386575381,0.9836,0.34403622845336795,0.9166,0.9168,5.735656283795834,261.6537649296224
43,0.039952292906079025,0.986,0.35881973803415895,0.9166,0.9168,5.716987408697605,267.6329449862242
44,0.038370529908604095,0.9864222222222222,0.3619042364358902,0.9162,0.9168,5.723351575434208,273.6093703508377
45,0.036114008873038825,0.9874666666666667,0.36751658443063495,0.9188,0.9188,5.695684846490622,279.6269432641566
46,0.03584219335648749,0.9869333333333333,0.36907717728763817,0.9192,0.9192,5.705943796783686,286.05006451159716
47,0.035847418451309204,0.9869777777777777,0.3628888046182692,0.9194,0.9194,5.672403231263161,292.273274846375
48,0.03287532652020454,0.9884666666666667,0.36143283386677505,0.9204,0.9204,5.678859032690525,298.71829069405794
49,0.031656180788742175,0.9888,0.364962098839879,0.92,0.9204,5.735869064927101,305.19079089164734
50,0.0341405356446902,0.9880444444444444,0.3638942971497774,0.9206,0.9206,5.734126228839159,311.1903540492058
